LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNCIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
NYC,J&J SUTPHIN MARKET INC,111-02 SUTPHIN  BOULEVARD,JAMAICA,NY,11435,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"111-02 SUTPHIN BOULEVARD
JAMAICA, NY 11435
(40.68850189800003, -73.79552355099997)"
NYC,313 DISCOUNT CANDY & TOBACCO CORP,313 CENTRAL AVENUE,BROOKLYN,NY,11221,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"313 CENTRAL AVENUE
BROOKLYN, NY 11221
(40.69533546900004, -73.92024663599994)"
NYC,LUNA GOURMENT DELI GROCERY INC,147 SHERMAN AVENUE,NEW YORK,NY,10034,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"147 SHERMAN AVENUE
NEW YORK, NY 10034
(40.86451309600005, -73.92338742599998)"
NYC,66 MYRTLE AVE DELI & GROCERY INC,6601 MYRTLE AVENUE,GLENDALE,NY,11385,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"6601 MYRTLE AVENUE
GLENDALE, NY 11385
(40.70135778200006, -73.88826205999999)"
NYC,QUEENS VARIETY INC,3940 QUEENS BOULEVARD,SUNNYSIDE,NY,11104,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"3940 QUEENS BOULEVARD
SUNNYSIDE, NY 11104
(40.743704716000025, -73.92495408199994)"
NYC,2741 K AND M DELI GROCERY CORP,2741 WHITE PLAINS ROAD,BRONX,NY,10467,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2741 WHITE PLAINS ROAD
BRONX, NY 10467
(40.86648244100007, -73.86731625299996)"
NYC,527 CONVENIENT STORE INC,527A MALCOLM X BOULEVARD,NEW YORK,NY,10037,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"527A MALCOLM X BOULEVARD
NEW YORK, NY 10037
(40.81512712800003, -73.94022859699999)"
NYC,K GOURMET DELI CORP,1804 WEBSTER AVENUE,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1804 WEBSTER AVENUE
BRONX, NY 10457
(40.84553570500003, -73.90212064499997)"
NYC,BONNIE CHATTERJEE,652 E 233RD STREET,BRONX,NY,10466,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"652 E 233RD STREET
BRONX, NY 10466
(40.89385383500007, -73.85885914099998)"
NYC,KHALED M N AHMED,11120 101TH  AVENUE,S RICHMOND HILL,NY,11419,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"11120 101TH AVENUE
S RICHMOND HILL, NY 11419
(40.68823387200007, -73.83197260899993)"
NYC,S & M GOURMET INC,670 CASTLE HILL AVENUE,BRONX,NY,10473,BRONX,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"670 CASTLE HILL AVENUE
BRONX, NY 10473
(40.82072824900007, -73.84838565399997)"
NYC,DAY & NIGHT DELI GROCERY CORP,1017 LEGGET  AVENUE,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1017 LEGGET AVENUE
BRONX, NY 10455
(40.81398733300006, -73.89953588799995)"
NYC,VINAYAK GROCERY INC,2  SECOND  STREET,BROOKLYN,NY,11231,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2 SECOND STREET
BROOKLYN, NY 11231
(40.67939446500003, -73.99523241399999)"
NYC,S.A.D. GROCERY STORE CORP,260 MALCOLM X BOULEVARD,NEW YORK,NY,10027,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"260 MALCOLM X BOULEVARD
NEW YORK, NY 10027
(40.80660322500006, -73.94622802399994)"
NYC,GALAXY WIRELESS & SMOKE SHOP CORP,4104 5TH AVENUE,BROOKLYN,NY,11232,MANHATTAN,NEW YORK CITY,TOBACCO RETAIL,05/09/2016,"4104 5TH AVENUE
BROOKLYN, NY 11232
(40.65004282900003, -74.00521287899994)"
NYC,D & J  GROCERY AND CONVENIENCE INC,59 NASSUA  STREET,NEW YORK,NY,10038,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"59 NASSUA STREET
NEW YORK, NY 10038
(40.70919720400008, -74.00878982899997)"
NYC,SANA NEWS INC,381 BROADWAY,NEW YORK,NY,10013,NEW YORK CITY,NEW YORK CITY,STAND,05/09/2016,"381 BROADWAY
NEW YORK, NY 10013
(40.71812048800007, -74.00297505399999)"
NYC,MYRTLE MARKET PLACE CORP,1218 MYRTLE  AVENUE,BROOKLYN,NY,11221,NEW YORK CITY,NEW YORK CITY,OTHER,05/09/2016,"1218 MYRTLE AVENUE
BROOKLYN, NY 11221
(40.697593108000035, -73.92952778099993)"
NYC,NEW DESHI BAZAR INC.,7615 WOODSIDE AVENUE,ELMHURST,NY,11373,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"7615 WOODSIDE AVENUE
ELMHURST, NY 11373
(40.743537282000034, -73.88824574199998)"
NYC,ALZAMZAMI SUPERMARKET INC,14702A ROCKAWAY  BOULEVARD,JAMAICA,NY,11436,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"14702A ROCKAWAY BOULEVARD
JAMAICA, NY 11436
(40.67338476300006, -73.79065717199995)"
NYC,LATE NIGHT STOP 1 DELI  INC,9429 5TH  AVENUE,BROOKLYN,NY,11209,NEW YORK CITY,NEW YORK CITY,DELICATESSEN,05/09/2016,"9429 5TH AVENUE
BROOKLYN, NY 11209
(40.61587870400007, -74.03094786299994)"
NYC,"KING DELI EXPRESS AND GROCERY,INC",920 E TREMONT AVENUE,BRONX,NY,10460,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"920 E TREMONT AVENUE
BRONX, NY 10460
(40.84172533900005, -73.88372347099994)"
NYC,K&S WEST INDIAN DELI & GROCERY INC,111-41 LEFFERTS BOULEVARD,S OZONE PARK,NY,11420,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"111-41 LEFFERTS BOULEVARD
S OZONE PARK, NY 11420
(40.679345512000054, -73.82074968399996)"
NYC,NEW LUCKY BEST CENTER INC,5822 8TH  AVENUE,BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"5822 8TH AVENUE
BROOKLYN, NY 11220
(40.63622309600004, -74.00882253699996)"
NYC,PATEL BALDEVBHAI S,420 BROADWAY,NEW YORK,NY,10013,NEW YORK CITY,NEW YORK CITY,STAND,05/09/2016,"420 BROADWAY
NEW YORK, NY 10013
(40.71949502800004, -74.00171475799993)"
NYC,COURT JUICE BAR & DELI INC,205 COURT STREET,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"205 COURT STREET
BROOKLYN, NY 11201
(40.68702521400007, -73.99365078399995)"
NYC,SHAH'S CORNER DELI GROCERY INC,1714 WEST 6TH  STREET,BROOKLYN,NY,11223,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1714 WEST 6TH STREET
BROOKLYN, NY 11223
(40.60528283700006, -73.97920515899995)"
NYC,13TH AVE DELI & GROCERY INC,7024 13TH  AVENUE,BROOKLYN,NY,11218,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"7024 13TH AVENUE
BROOKLYN, NY 11218
(40.62298601500004, -74.00468343899996)"
NYC,ONE AMMEER DELI & GROCERY CORP,466 BAY  STREET,STATEN ISLAND,NY,10304,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"466 BAY STREET
STATEN ISLAND, NY 10304
(40.63074159000007, -74.07664377799995)"
NYC,YOGI KRUPA 594 INC,594-596 COLUMBUS  AVENUE,NEW YORK,NY,10024,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"594-596 COLUMBUS AVENUE
NEW YORK, NY 10024
(40.78826233400008, -73.97095454699996)"
NYC,MATTY'S GOURMET DELI PLUS INC.,13207 JAMAICA AVENUE,RICHMOND HILL,NY,11418,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"13207 JAMAICA AVENUE
RICHMOND HILL, NY 11418
(40.70220116400003, -73.82017935499994)"
NYC,LALY DELI & GROCERY CORP,147 WEST 168TH STREET,BRONX,NY,10452,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"147 WEST 168TH STREET
BRONX, NY 10452
(40.83851776300003, -73.92601614399996)"
NYC,GROCERY TOST CAFE INC.,59 4TH AVENUE,NEW YORK,NY,10003,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"59 4TH AVENUE
NEW YORK, NY 10003
(40.73077542400006, -73.99045579999995)"
NYC,HAGAR DELI DISCOUNT CORP,2614 3RD  AVENUE,BRONX,NY,10454,BRONX,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"2614 3RD AVENUE
BRONX, NY 10454
(40.81220470100004, -73.92502765499995)"
NYC,M & B GROCERY CORP,1435 CENTRAL AVENUE,FAR ROCKAWAY,NY,11691,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1435 CENTRAL AVENUE
FAR ROCKAWAY, NY 11691
(40.60590756300007, -73.75103095399999)"
NYC,KIKO CAFE CORP.,478 EAST 169TH STREET,BRONX,NY,10456,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"478 EAST 169TH STREET
BRONX, NY 10456
(40.832980502000055, -73.90582129399996)"
NYC,"CHUMBER FRIED CHICKEN, INC",12020 MERRICK BOULEVARD,JAMAICA,NY,11434,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"12020 MERRICK BOULEVARD
JAMAICA, NY 11434
(40.68402016300007, -73.77035714499993)"
NYC,KAI'S DELI INC,1980 3RD AVENUE,NEW YORK,NY,10029,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1980 3RD AVENUE
NEW YORK, NY 10029
(40.79337900000007, -73.94339646699996)"
NYC,VECINO GROCERY INC,1711 HARMAN  STREET,RIDGEWOOD,NY,11385,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1711 HARMAN STREET
RIDGEWOOD, NY 11385
(40.70494165400004, -73.91388292499994)"
NYC,BAGHDAD DELI CORP,215-11 JAMAICA AVENUE,QUEENS VILLAGE,NY,11428,QUEENS,NEW YORK CITY,DELICATESSEN,05/09/2016,"215-11 JAMAICA AVENUE
QUEENS VILLAGE, NY 11428
(40.717227689000026, -73.74034650599998)"
NYC,BHELA INC,10515 MERRICK BOULEVARD,JAMAICA,NY,11433,QUEENS,NEW YORK CITY,CONVENIENCE/GAS,05/09/2016,"10515 MERRICK BOULEVARD
JAMAICA, NY 11433
(40.70047314200008, -73.78904949799994)"
NYC,COMMUNITY CANDY CORP,3513 BROADWAY,NEW YORK,NY,10031,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"3513 BROADWAY
NEW YORK, NY 10031
(40.825559386000066, -73.95123701199998)"
NYC,QUICK SHOP CONVENIENCE INC,25 PARK  PLACE,NEW YORK,NY,10007,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"25 PARK PLACE
NEW YORK, NY 10007
(40.713145990000044, -74.00894841399997)"
NYC,MIKE DELI AND GROCERY CORP,202 FORDHAM ROAD,BRONX,NY,10468,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"202 FORDHAM ROAD
BRONX, NY 10468
(40.86257134400006, -73.90926004999994)"
NYC,GOOD DELI & GROCERY CORP,698 BECK STREET,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"698 BECK STREET
BRONX, NY 10455
(40.814974009000025, -73.90040342399993)"
NYC,QUICK STOP NEWYOK INC,286 5TH  AVENUE,NEW YORK,NY,10001,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"286 5TH AVENUE
NEW YORK, NY 10001
(40.74615973300007, -73.98626712799995)"
NYC,SABROSO DELI MARKET INC,1564 PARK PLACE,BROOKLYN,NY,11213,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1564 PARK PLACE
BROOKLYN, NY 11213
(40.67205276800007, -73.92540179199995)"
NYC,ABE'S CONVENIENT DELI CORP.,8 EAST MOUNT EDEN AVENUE,BRONX,NY,10452,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"8 EAST MOUNT EDEN AVENUE
BRONX, NY 10452
(40.84429092600004, -73.91466929899997)"
NYC,"YOGI 115, INC",115-18 LIBERTY  AVENUE,RICHMOND HILL,NY,11418,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"115-18 LIBERTY AVENUE
RICHMOND HILL, NY 11418
(40.68572568600007, -73.82749010799995)"
NYC,SUPER ECONOMIC ONE WAY SUPERMARKET CORP.,104-21 GLENWOOD ROAD,BROOKLYN,NY,11236,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"104-21 GLENWOOD ROAD
BROOKLYN, NY 11236
(40.64897520000005, -73.89647674099996)"
NYC,JLD DELI GROCERY CORP,834  NEW LOTS  AVENUE,BROOKLYN,NY,11208,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"834 NEW LOTS AVENUE
BROOKLYN, NY 11208
(40.66755497300005, -73.87989003099995)"
NYC,MAIN STREET AUTO SERVICES INC,6720 MAIN STREET,FLUSHING,NY,11367,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"6720 MAIN STREET
FLUSHING, NY 11367
(40.733964677000074, -73.82538861399996)"
NYC,KIARA GROCERY STORE,222 PALMETTO STREET,BROOKLYN,NY,11221,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"222 PALMETTO STREET
BROOKLYN, NY 11221
(40.695009120000066, -73.91544813399997)"
NYC,JAI MAA ENERGY & FOOD INC,1255 EAST GUN HILL  ROAD,BRONX,NY,10469,BRONX,NEW YORK CITY,GAS STATION,05/09/2016,"1255 EAST GUN HILL ROAD
BRONX, NY 10469
(40.87237771100007, -73.85059200999996)"
NYC,ANGEL MINI MARKET CORP,1236 INTERVALE  AVENUE,BRONX,NY,10459,BRONX,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"1236 INTERVALE AVENUE
BRONX, NY 10459
(40.82902918000008, -73.89439859499998)"
NYC,MARCY SUPERMARKET AND DELI CORP,784 MARCY  AVENUE,BROOKLYN,NY,11216,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"784 MARCY AVENUE
BROOKLYN, NY 11216
(40.68687369500003, -73.94755625699997)"
NYC,RABEAA FOOD CORP,890 ROCKAWAY  AVENUE,BROOKLYN,NY,11212,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"890 ROCKAWAY AVENUE
BROOKLYN, NY 11212
(40.65781227700006, -73.90774512099995)"
NYC,897 PARK AVE DELI INC,897 PARK  AVENUE,BROOKLYN,NY,11206,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"897 PARK AVENUE
BROOKLYN, NY 11206
(40.69882899300006, -73.93890086399995)"
NYC,LOS VECINO FOOD CENTER CORP,116-19 SUTPHIN BOULEVARD,JAMAICA,NY,11434,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"116-19 SUTPHIN BOULEVARD
JAMAICA, NY 11434
(40.682028571000046, -73.79246567799999)"
NYC,SUAD DELI CORP,62 RICHMOND TERRACE,STATEN ISLAND,NY,10301,STATEN ISLAND,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"62 RICHMOND TERRACE
STATEN ISLAND, NY 10301
(40.64423585900005, -74.07671195799998)"
NYC,2013 RIVERDALE GROCERY CORP.,570 PENNSYLVANIA  AVENUE,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"570 PENNSYLVANIA AVENUE
BROOKLYN, NY 11207
(40.66336138300005, -73.89371442599997)"
NYC,111 AUDUBON FOOD CORP,111 AUDUBON AVENUE,NEW YORK,NY,10032,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"111 AUDUBON AVENUE
NEW YORK, NY 10032
(40.84243165300006, -73.93690444399994)"
NYC,TALHA 99 CENT STORE INC,88-36 SUTPHIN BOULEVARD,JAMAICA,NY,11435,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"88-36 SUTPHIN BOULEVARD
JAMAICA, NY 11435
(40.70442656200004, -73.80908355499997)"
NYC,STAR ONE DELI GROCERY CORP 1,740 SUTTER  AVENUE,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,DELICATESSEN,05/09/2016,"740 SUTTER AVENUE
BROOKLYN, NY 11207
(40.66994315200003, -73.89119687399995)"
NYC,1759 DELI GROCERY CORP,1759 MADISON AVENUE,NEW YORK,NY,10029,NEW YORK CITY,NEW YORK CITY,DELICATESSEN,05/09/2016,"1759 MADISON AVENUE
NEW YORK, NY 10029
(40.799581971000066, -73.94510397399995)"
NYC,MUKTI 49 PETROLEUM INC.,9949 HORACE HARDING EXPY,CORONA,NY,11368,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"9949 HORACE HARDING EXPY
CORONA, NY 11368
(40.73671378500006, -73.85637427399996)"
NYC,PARIS DELI CORP,1602 FULTON  STREET,BROOKLYN,NY,11213,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"1602 FULTON STREET
BROOKLYN, NY 11213
(40.67964809500006, -73.93651126699996)"
NYC,DG DELI GROCERY NY CORP,783 HOWARD  AVENUE,BROOKLYN,NY,11212,BROOKLYN,NEW YORK CITY,DELICATESSEN,05/09/2016,"783 HOWARD AVENUE
BROOKLYN, NY 11212
(40.66285903800008, -73.91872677999999)"
NYC,KRISHNA 37 INC.,3759 90TH  STREET,QUEENS,NY,11372,QUEENS,NEW YORK CITY,CONVENIENCE/GAS,05/09/2016,"3759 90TH STREET
QUEENS, NY 11372
(40.749309537000045, -73.87659867599996)"
NYC,NEW CORONA KING PRODUCE INC,4008 NATIONAL  STREET,CORONA,NY,11368,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"4008 NATIONAL STREET
CORONA, NY 11368
(40.74927905900006, -73.86295615899996)"
NYC,U.S. LANKA INC,17516 HILLSIDE AVENUE,JAMAICA,NY,11432,QUEENS,NEW YORK CITY,BAR/LOUNGE,05/09/2016,"17516 HILLSIDE AVENUE
JAMAICA, NY 11432
(40.71175818300003, -73.78751662299999)"
NYC,COUSIN'S BAGELS I INC,4651 HYLAN BOULEVARD,NEW YORK,NY,10312,NEW YORK CITY,NEW YORK CITY,DELICATESSEN,05/09/2016,"4651 HYLAN BOULEVARD
NEW YORK, NY 10312
(40.529347150000035, -74.16154125499997)"
NYC,FULTON GOURMET AND COFFEE SHOP CORP,3336 FULTON STREET,BROOKLYN,NY,1120,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3336 FULTON STREET
BROOKLYN, NY 1120
(40.68354303900003, -73.87245497499998)"
NYC,BROADWAY AUOT CENTER NY INC,3209  21ST  STREET,LONG ISLAND CITY,NY,11106,NEW YORK CITY,NEW YORK CITY,GAS STATION,05/09/2016,"3209 21ST STREET
LONG ISLAND CITY, NY 11106
(40.76507807000007, -73.93177899499995)"
NYC,3768 NOSTRAND AVENUE FOODS INC,3768 NOSTRAND  AVENUE,BROOKLYN,NY,11235,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3768 NOSTRAND AVENUE
BROOKLYN, NY 11235
(40.591973608000046, -73.94026584299996)"
NYC,QUICK BUS STOP AND GROCERY CORP,548 NOSTRAND AVENUE,BROOKLYN,NY,11216,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"548 NOSTRAND AVENUE
BROOKLYN, NY 11216
(40.67994226500008, -73.94959710599994)"
NYC,"MADHU GROCERY,  INC",3404 BROADWAY,ASTORIA,NY,11106,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"3404 BROADWAY
ASTORIA, NY 11106
(40.76073473200006, -73.92282246599996)"
NYC,SEND A PACKAGE INC,40 WALL  STREET,NEW YORK,NY,10005,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"40 WALL STREET
NEW YORK, NY 10005
(40.706755369000064, -74.01003469199998)"
NYC,6418 MINI MART CORP,6418 7TH AVENUE,BROOKLYN,NY,11220,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"6418 7TH AVENUE
BROOKLYN, NY 11220
(40.63419390100006, -74.01457094899996)"
NYC,BEST INDUSTRIES INC,75 CLASSON AVENUE,BROOKLYN,NY,11205,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"75 CLASSON AVENUE
BROOKLYN, NY 11205
(40.69793810600004, -73.96192612199997)"
NYC,SATSANG 3 INC.,142 DELANCEY  STREET,NEW YORK,NY,10002,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"142 DELANCEY STREET
NEW YORK, NY 10002
(40.718231126000035, -73.98681628199995)"
NYC,VILLAGE CONVENIENCE,124 2ND AVENUE,NEW YORK,NY,10003,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"124 2ND AVENUE
NEW YORK, NY 10003
(40.728271121000034, -73.98787439899996)"
NYC,NASR DELI GROCERY STORE  INC,20513 JAMAICA AVENUE,QUEENS,NY,11423,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"20513 JAMAICA AVENUE
QUEENS, NY 11423
(40.71379752300004, -73.75453687899994)"
NYC,BKINNOVATION LLC,130 INDIA STREET,BROOKLYN,NY,11222,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"130 INDIA STREET
BROOKLYN, NY 11222
(40.732243260000075, -73.95497837499994)"
NYC,KILSARIS DELI INCORPORATED,9101 AVENUE L,BROOKLYN,NY,11236,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"9101 AVENUE L
BROOKLYN, NY 11236
(40.63591539500004, -73.89961552399996)"
NYC,240 UTICA DELI CORP,240 UTICA AVENUE,BROOKLYN,NY,11213,BROOKLYN,NEW YORK CITY,DELICATESSEN,05/09/2016,"240 UTICA AVENUE
BROOKLYN, NY 11213
(40.67036390900006, -73.93100684299998)"
NYC,CRATER CANDY STORE CORP.,3023 30TH  AVENUE,ASTORIA,NY,11102,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3023 30TH AVENUE
ASTORIA, NY 11102
(40.76700646900008, -73.92155786199999)"
NYC,SHIN DELI GROCERY CORP,1979 7TH AVENUE,NEW YORK,NY,10026,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1979 7TH AVENUE
NEW YORK, NY 10026
(40.80503200700008, -73.95105402299998)"
NYC,SHAMBHU DELI GROCERY INC.,7902 PARSONS BOULEVARD,FLUSHING,NY,11366,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"7902 PARSONS BOULEVARD
FLUSHING, NY 11366
(40.72058093000004, -73.80926451499994)"
NYC,MADISON OK MARKET INC,1291 MADISON AVENUE,NERW YORK,NY,10128,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1291 MADISON AVENUE
NERW YORK, NY 10128
(40.78453143400003, -73.95609495699995)"
NYC,SAMMY'S DELI & GRILL CORP,1126 WESTCHESTER  AVENUE,BROOKLYN,NY,10459,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1126 WESTCHESTER AVENUE
BROOKLYN, NY 10459
(40.82566545000003, -73.88991711799997)"
NYC,M.V. QUICK STOP CORP.,2875 WEST 8TH  STREET,BROOKLYN,NY,11224,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2875 WEST 8TH STREET
BROOKLYN, NY 11224
(40.57789745700006, -73.97627500799996)"
NYC,ROCKAWAY BEACH HALAL,9209 ROCKAWAY  BOULEVARD,QUEENS,NY,11693,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"9209 ROCKAWAY BOULEVARD
QUEENS, NY 11693
(40.58744600800003, -73.81169429199997)"
NYC,HAROON & RENUKA INC,7068 KISSENA  BOULEVARD,QUEENS,NY,11367,QUEENS,NEW YORK CITY,CONVENIENCE/GAS,05/09/2016,"7068 KISSENA BOULEVARD
QUEENS, NY 11367
(40.73004622900004, -73.81513647399998)"
NYC,RAMS DELI PLUS INC,574 EAST FORDHAM  ROAD,BRONX,NY,10458,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"574 EAST FORDHAM ROAD
BRONX, NY 10458
(40.85873513800004, -73.88577364499997)"
NYC,ASKHAR 137 INC,13720 CROSSS BAY  BOULEVARD,JAMAICA,NY,11417,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"13720 CROSSS BAY BOULEVARD
JAMAICA, NY 11417
(40.67104404000003, -73.84304459499998)"
NYC,T & F UNITED INC,13711 NORTHERN BOULEVARD,FLUSHING,NY,11354,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"13711 NORTHERN BOULEVARD
FLUSHING, NY 11354
(40.76342975000006, -73.83079194299995)"
NYC,JACARANDA CLUB LLC,333 EAST 60TH  STREET,NEW YORK,NY,10022,MANHATTAN,NEW YORK CITY,BAR/LOUNGE,05/09/2016,"333 EAST 60TH STREET
NEW YORK, NY 10022
(40.760632256000065, -73.96237141099994)"
NYC,JAKS CORNER INC,7302 37TH AVENUE,JACKSON HEIGHTS,NY,11372,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"7302 37TH AVENUE
JACKSON HEIGHTS, NY 11372
(40.74884279100007, -73.89256754099995)"
NYC,MM PETROLEUM INC,3904 SKILLMAN  AVENUE,LONG ISLAND CITY,NY,11104,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3904 SKILLMAN AVENUE
LONG ISLAND CITY, NY 11104
(40.74738132200008, -73.92524486799994)"
NYC,NAZMUN NAHAR,3318 31ST AVENUE,ASTORIA,NY,11106,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3318 31ST AVENUE
ASTORIA, NY 11106
(40.76326510600006, -73.92128279599996)"
NYC,CROPSEY DELI FOOD & GRILL INC,2978 CROPSEY AVENUE,BROOKLYN,NY,11214,BROOKLYN,NEW YORK CITY,DELICATESSEN,05/09/2016,"2978 CROPSEY AVENUE
BROOKLYN, NY 11214
(40.582450032000054, -73.98629393499994)"
NYC,AMIR DELI CORP II,344 AUDUBON AVENUE,NEW YORK,NY,10033,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"344 AUDUBON AVENUE
NEW YORK, NY 10033
(40.84950315400005, -73.93181723899994)"
NYC,"WALGREEN EASTERN CO., INC",2535 86TH  STREET,BROOKLYN,NY,11214,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2535 86TH STREET
BROOKLYN, NY 11214
(40.597387791000074, -73.98625403799997)"
